0,0.716488,0.238115,1.22709,0.737163,0.911112,1.05648,1.50106,0.375222,0.507176,0.110024,1.28518,0.49612,0.19115,0.533759,0.0892701,1.23295,0.456798,0.814045,0.198498,1.21001,1.33405,0.723927,0.424187,1.0419,0.713053,1.37953,0.263641,0.86931,0.583055,0.244932,1.01832,1.32806,1.17336,0.11734,0.382638,0.830423,0.550469,0.988748,1.1221,0.921287,0.470783,0.875168,0.243457,0.373693,0.195841,0.800284,0.151629,0.966989,0.19287,0.273352,0.60698,0.0371897,0.00794596,0.696132,0.0842376,0.022525,1.26562,0.277175,0.63765,1.05386,0.230906,1.04073,0.911542,0.566991,0.0329554,1.04136,0.243132,1.2298,0.724503,0.231025,0.976123,0.0548653,0.257414,1.27661,0.981754,0.534338,0.437739,0.529728,0.67024,0.13409,1.38716,0.442082,0.383498,0.632979,0.485904,0.384871,0.524182,0.321722,0.963155,0.20123,1.38584,1.1372,0.774803,0.736838,1.18685,1.01602,0.56886,0.12784,0.070939,
0.716488,0,0.284881,0.246631,0.0130619,0.845132,0.7691,0.307642,0.661799,0.0585026,0.370965,0.437326,0.0241406,0.304809,0.0210558,0.326361,0.174463,0.0837387,0.0120127,0.494335,0.418484,1.0358,0.295511,0.0682944,0.277535,0.27407,0.210635,0.186326,0.0552111,0.425521,0.178333,0.355009,0.377158,0.419182,0.464782,0.192645,0.10126,0.0129642,0.629793,0.17571,0.0281339,0.108202,0.0950924,0.412165,0.0640565,0.527406,0.0353626,0.246097,0.384224,0.254532,0.419264,0.283601,0.617526,0.585591,0.0124781,0.528875,0.504365,0.106712,0.479404,0.0566674,0.202994,0.570504,0.492706,0.858926,0.0119648,0.471053,0.0473469,0.277673,0.144784,0.0453209,0.149165,0.109334,0.617136,0.383744,0.12934,0.064572,0.0165012,0.116228,0.0176892,0.00482918,0.375399,0.177589,0.0539064,0.193863,0.0187752,0.143396,0.159134,0.21303,0.137708,0.0496202,0.514475,0.146409,0.84337,0.00172178,0.0865231,0.0939614,0.154307,0.0137182,0.452191,0.541985,
0.238115,0.284881,0,0.457174,0.366878,0.373928,0.419289,1.08683,0.112936,0.0962871,0.0257269,0.487742,0.183485,0.00279906,0.230597,0.0682124,0.486775,0.0679346,0.397572,0.446856,0.436627,0.655173,0.149915,0.0769299,0.325564,0.143211,0.602375,0.0129642,0.521941,0.108769,0.020714,0.312821,0.517144,0.413055,0.0321731,0.365396,0.574657,0.198952,0.344806,0.396602,0.47825,0.0595781,0.588561,0.432636,0.11302,0.0411575,0.246875,0.142567,0.285794,0.00797413,0.0197804,0.096583,0.111938,0.182197,0.217903,0.327007,0.131913,0.688818,0.0348502,0.142932,0.809816,0.0567174,0.343015,0.379095,0.185581,0.106772,0.435095,5.46204e-05,0.502879,0.19334,0.0888472,0.315741,0.340521,0.424071,0.75857,0.58142,0.176465,0.0487029,0.171594,0.295831,0.015978,0.859471,0.094429,0.367514,0.178971,0.398617,0.0260599,0.504084,0.234512,0.544408,0.0375005,0.723789,0.484593,0.328709,0.176507,0.516025,0.32655,0.17662,0.330074,0.0669143,
1.22709,0.246631,0.457174,0,0.350621,0.428659,0.305992,0.653883,0.59098,0.221239,0.670328,0.0406057,0.354223,0.521607,0.381051,0.7438,0.014724,0.244368,0.308398,1.24275,0.0437311,0.428649,0.129581,0.290338,0.0239391,0.125073,0.0324368,0.415846,0.446222,0.27075,0.446397,0.0566106,0.0164442,0.050457,0.701732,0.812288,0.584949,0.311644,0.226776,0.00636117,0.312166,0.223597,0.552631,1.14346,0.401206,0.645372,0.10469,0.758581,0.0841002,0.511309,0.489668,0.179472,0.9627,1.0918,0.173087,1.20427,0.973309,0.259857,0.527266,0.141366,0.715659,0.642437,0.120544,0.440372,0.27225,0.912809,0.115718,0.449196,0.0330787,0.114107,0.5556,0.0305973,1.28659,1.10545,0.359574,0.409933,0.297399,0.247663,0.295726,0.317677,0.629485,0.400313,0.291572,0.814883,0.18885,0.728178,0.287909,0.865479,0.667365,0.370712,0.629542,0.187471,0.335645,0.246359,0.0878278,0.0858005,0.0155737,0.257174,1.13433,0.831989,
0.737163,0.0130619,0.366878,0.350621,0,1.03485,0.956711,0.228164,0.80383,0.114321,0.432026,0.58001,0.0352594,0.379473,0.0206328,0.356682,0.253168,0.145187,0.00301401,0.428727,0.561748,1.24191,0.424525,0.115886,0.40085,0.399112,0.281635,0.248742,0.0165058,0.566799,0.231925,0.493988,0.505113,0.564175,0.543741,0.139285,0.0420036,0.0273784,0.804784,0.267125,0.0129934,0.181015,0.0386858,0.345532,0.0851734,0.632426,0.0891971,0.24364,0.528891,0.317333,0.528005,0.406404,0.677506,0.604274,0.0507924,0.493985,0.530232,0.0969188,0.594993,0.121578,0.117484,0.685532,0.652084,1.04943,0.0351939,0.502666,0.0797006,0.359286,0.210286,0.106392,0.166217,0.188405,0.588176,0.317889,0.0982108,0.0280906,0.0372397,0.187882,0.0396401,0.00436427,0.446544,0.139315,0.0953918,0.140077,0.0604119,0.0890931,0.237124,0.138323,0.113101,0.0210885,0.619543,0.156588,1.03703,0.0100403,0.165413,0.134541,0.246742,0.0413416,0.410076,0.61233,
0.911112,0.845132,0.373928,0.428659,1.03485,0,0.0174763,1.77791,0.13749,0.52645,0.523029,0.249166,0.818633,0.421702,0.905383,0.71287,0.576133,0.486203,1.02364,1.46367,0.221032,0.0558172,0.162711,0.568387,0.266091,0.179303,0.676076,0.476239,1.2575,0.0972613,0.529755,0.183013,0.336857,0.201195,0.437824,1.30311,1.40833,0.803731,0.0351115,0.464245,1.09621,0.420532,1.3963,1.44883,0.737884,0.300149,0.596663,0.92147,0.1437,0.484286,0.249784,0.174724,0.610093,0.875703,0.671421,1.23987,0.797869,1.16693,0.226838,0.492253,1.67878,0.255785,0.101006,8.95032e-05,0.746294,0.747645,0.803255,0.374896,0.654865,0.533724,0.767095,0.490849,1.22677,1.43553,1.32521,1.27096,0.757919,0.424247,0.748995,0.929881,0.460655,1.41793,0.608871,1.30671,0.636853,1.31354,0.385448,1.48979,1.06999,1.20621,0.295997,1.07162,0.0227135,0.891528,0.429716,0.797232,0.425173,0.717113,1.26958,0.516827,
1.05648,0.7691,0.419289,0.305992,0.956711,0.0174763,0,1.61477,0.215844,0.494293,0.601428,0.145236,0.782355,0.477509,0.8622,0.787584,0.441548,0.466108,0.932762,1.54242,0.126793,0.0313916,0.130574,0.551135,0.178828,0.145784,0.522366,0.50277,1.16307,0.107332,0.558023,0.111138,0.216869,0.113136,0.52892,1.30835,1.32649,0.75696,0.00846625,0.348394,0.989844,0.401906,1.30625,1.50831,0.727754,0.387901,0.512817,0.973622,0.0846174,0.532309,0.309277,0.160011,0.735964,1.00088,0.601103,1.34311,0.909108,1.01523,0.29451,0.438528,1.57416,0.344184,0.045711,0.0194978,0.696852,0.852497,0.680919,0.418384,0.516233,0.463965,0.792642,0.38923,1.34769,1.48865,1.17448,1.1594,0.714457,0.412198,0.706491,0.861865,0.53595,1.25577,0.586462,1.31198,0.577925,1.29466,0.38843,1.47416,1.07801,1.09573,0.381001,0.906267,0.00275741,0.806026,0.364251,0.657808,0.32375,0.667714,1.35444,0.626492,
1.50106,0.307642,1.08683,0.653883,0.228164,1.77791,1.61477,0,1.65806,0.612471,1.17858,0.975243,0.431954,1.10802,0.373257,1.0361,0.484657,0.683664,0.204417,0.868681,0.990126,1.85688,1.02641,0.635692,0.838999,0.993533,0.433559,0.896266,0.132319,1.28346,0.866905,0.991315,0.837167,1.01362,1.34286,0.471181,0.137156,0.404379,1.44275,0.579069,0.153329,0.742699,0.118437,0.748627,0.568001,1.46425,0.442703,0.806748,1.06778,1.00996,1.31423,1.04669,1.49641,1.33826,0.413911,1.06215,1.26018,0.102211,1.40488,0.579264,0.0663345,1.53079,1.20788,1.79633,0.424241,1.2352,0.274584,1.07484,0.408516,0.513131,0.720348,0.529366,1.19804,0.711532,0.0539875,0.0981784,0.436605,0.763653,0.444083,0.290723,1.2054,0.035553,0.590704,0.470813,0.461448,0.362658,0.858906,0.359583,0.529114,0.11529,1.44682,0.157635,1.68353,0.267076,0.613474,0.288057,0.606775,0.439729,0.928932,1.4264,
0.375222,0.661799,0.112936,0.59098,0.80383,0.13749,0.215844,1.65806,0,0.344076,0.158928,0.486825,0.544916,0.125204,0.622556,0.283863,0.698571,0.292954,0.830097,0.855673,0.434121,0.360351,0.180072,0.336475,0.394083,0.187337,0.832989,0.198111,1.01783,0.0689227,0.22753,0.323707,0.568644,0.403924,0.100428,0.831007,1.10545,0.558809,0.20107,0.570843,0.928275,0.252567,1.11699,0.866921,0.433096,0.0373464,0.52389,0.459586,0.272735,0.170932,0.0386549,0.136857,0.18256,0.356631,0.53061,0.647211,0.310178,1.12905,0.0229952,0.378014,1.39225,0.020876,0.273236,0.137456,0.525857,0.280258,0.775581,0.115992,0.753038,0.445891,0.388511,0.526122,0.62314,0.86438,1.24452,1.07697,0.51943,0.240343,0.511098,0.700646,0.125746,1.35763,0.373123,0.833891,0.4782,0.88518,0.188764,1.02439,0.641539,1.02359,0.037094,1.11469,0.253789,0.720196,0.377521,0.834944,0.496801,0.506173,0.689006,0.133665,
0.507176,0.0585026,0.0962871,0.221239,0.114321,0.52645,0.494293,0.612471,0.344076,0,0.176268,0.331394,0.0390926,0.115343,0.0618629,0.183068,0.201595,0.00254487,0.121959,0.494853,0.300182,0.742105,0.125585,0.00500788,0.180998,0.111764,0.272272,0.0494522,0.215284,0.187861,0.0529605,0.216711,0.312429,0.290968,0.228132,0.258993,0.278442,0.0351035,0.384432,0.161292,0.165808,0.0079209,0.277481,0.436434,0.0331356,0.254902,0.0404688,0.179316,0.222309,0.0921985,0.173633,0.102716,0.37008,0.402356,0.0254704,0.453545,0.325998,0.289786,0.21395,0.00947818,0.447859,0.282065,0.304278,0.536849,0.0236661,0.29116,0.130765,0.0918316,0.19683,0.022806,0.083073,0.0968552,0.512395,0.414147,0.344235,0.241389,0.0250403,0.010053,0.023244,0.0747666,0.16885,0.417164,0.00599575,0.260846,0.013316,0.239262,0.0257882,0.336847,0.156252,0.212841,0.245056,0.314984,0.562555,0.0786516,0.0317584,0.185027,0.121269,0.0186156,0.409157,0.297204,
